"","x"
"4601",14
"4602",13
"4603",1
"4604",5
"4605",6
"4606",1
"4607",4
"4608",3
"4609",9
"4610",10
"4611",3
"4612",13
"4613",4
"4614",15
"4615",7
"4616",10
"4617",8
"4618",14
"4619",14
"4620",10
"4621",8
"4622",8
"4623",10
"4624",15
"4625",12
"4626",4
"4627",8
"4628",10
"4629",8
"4630",15
"4631",10
"4632",8
"4633",10
"4634",14
"4635",10
"4636",8
"4637",3
"4638",12
"4639",10
"4640",10
"4641",10
"4642",2
"4643",10
"4644",10
"4645",1
"4646",11
"4647",10
"4648",10
"4649",10
"4650",10
"4651",12
"4652",13
"4653",10
"4654",1
"4655",1
"4656",12
"4657",10
"4658",2
"4659",10
"4660",10
"4661",14
"4662",8
"4663",12
"4664",4
"4665",3
"4666",1
"4667",12
"4668",8
"4669",8
"4670",3
"4671",10
"4672",12
"4673",1
"4674",9
"4675",3
"4676",1
"4677",9
"4678",1
"4679",1
"4680",10
"4681",10
"4682",10
"4683",10
"4684",3
"4685",1
"4686",10
"4687",10
"4688",12
"4689",10
"4690",14
"4691",10
"4692",10
"4693",14
"4694",3
"4695",14
"4696",15
"4697",1
"4698",8
"4699",12
"4700",10
"4701",10
"4702",10
"4703",3
"4704",10
"4705",2
"4706",1
"4707",13
"4708",8
"4709",3
"4710",10
"4711",4
"4712",12
"4713",10
"4714",10
"4715",6
"4716",14
"4717",1
"4718",1
"4719",1
"4720",1
"4721",10
"4722",14
"4723",9
"4724",13
"4725",12
"4726",10
"4727",8
"4728",13
"4729",4
"4730",15
"4731",10
"4732",15
"4733",1
"4734",1
"4735",10
"4736",14
"4737",1
"4738",14
"4739",1
"4740",1
"4741",15
"4742",4
"4743",13
"4744",10
"4745",10
"4746",1
"4747",10
"4748",10
"4749",8
"4750",10
"4751",3
"4752",8
"4753",4
"4754",10
"4755",1
"4756",14
"4757",12
"4758",8
"4759",10
"4760",10
"4761",10
"4762",9
"4763",7
"4764",10
"4765",12
"4766",8
"4767",3
"4768",2
"4769",15
"4770",1
"4771",8
"4772",1
"4773",3
"4774",10
"4775",10
"4776",10
"4777",13
"4778",1
"4779",10
"4780",10
"4781",10
"4782",10
"4783",4
"4784",13
"4785",10
"4786",10
"4787",10
"4788",3
"4789",1
"4790",3
"4791",10
"4792",14
"4793",12
"4794",13
"4795",1
"4796",10
"4797",1
"4798",10
"4799",15
"4800",10
"4801",8
"4802",10
"4803",10
"4804",1
"4805",1
"4806",10
"4807",10
"4808",10
"4809",13
"4810",1
"4811",10
"4812",4
"4813",1
"4814",1
"4815",8
"4816",7
"4817",13
"4818",12
"4819",15
"4820",8
"4821",12
"4822",14
"4823",8
"4824",8
"4825",10
"4826",12
"4827",14
"4828",10
"4829",1
"4830",10
"4831",13
"4832",9
"4833",7
"4834",10
"4835",10
"4836",10
"4837",10
"4838",2
"4839",1
"4840",9
"4841",10
"4842",3
"4843",10
"4844",7
"4845",10
"4846",13
"4847",15
"4848",13
"4849",10
"4850",12
"4851",10
"4852",10
"4853",10
"4854",10
"4855",1
"4856",14
"4857",10
"4858",1
"4859",10
"4860",8
"4861",10
"4862",1
"4863",10
"4864",10
"4865",1
"4866",3
"4867",14
"4868",1
"4869",12
"4870",10
"4871",10
"4872",10
"4873",12
"4874",1
"4875",10
"4876",1
"4877",10
"4878",14
"4879",3
"4880",10
"4881",1
"4882",8
"4883",12
"4884",7
"4885",8
"4886",15
"4887",10
"4888",10
"4889",8
"4890",10
"4891",15
"4892",12
"4893",4
"4894",5
"4895",10
"4896",4
"4897",12
"4898",10
"4899",10
"4900",10
"4901",13
"4902",8
"4903",12
"4904",1
"4905",10
"4906",12
"4907",12
"4908",3
"4909",15
"4910",3
"4911",12
"4912",3
"4913",10
"4914",11
"4915",4
"4916",15
"4917",1
"4918",13
"4919",1
"4920",10
"4921",8
"4922",1
"4923",12
"4924",10
"4925",10
"4926",10
"4927",15
"4928",15
"4929",10
"4930",10
"4931",14
"4932",14
"4933",13
"4934",1
"4935",10
"4936",10
"4937",10
"4938",4
"4939",10
"4940",10
"4941",10
"4942",12
"4943",1
"4944",10
"4945",6
"4946",8
"4947",13
"4948",10
"4949",3
"4950",3
"4951",10
"4952",1
"4953",12
"4954",10
"4955",9
"4956",10
"4957",10
"4958",13
"4959",12
"4960",1
"4961",1
"4962",1
"4963",1
"4964",15
"4965",3
"4966",13
"4967",12
"4968",1
"4969",10
"4970",10
"4971",1
"4972",8
"4973",10
"4974",13
"4975",8
"4976",10
"4977",13
"4978",10
"4979",15
"4980",1
"4981",13
"4982",10
"4983",10
"4984",3
"4985",10
"4986",11
"4987",12
"4988",14
"4989",12
"4990",10
"4991",10
"4992",14
"4993",6
"4994",1
"4995",12
"4996",14
"4997",12
"4998",10
"4999",13
"5000",10
"5001",10
"5002",8
"5003",8
"5004",12
"5005",14
"5006",10
"5007",10
"5008",12
"5009",3
"5010",3
"5011",4
"5012",10
"5013",10
"5014",1
"5015",1
"5016",10
"5017",1
"5018",3
"5019",10
"5020",13
"5021",10
"5022",12
"5023",14
"5024",10
"5025",1
"5026",14
"5027",15
"5028",3
"5029",1
"5030",12
"5031",10
"5032",10
"5033",10
"5034",10
"5035",13
"5036",10
"5037",15
"5038",10
"5039",13
"5040",14
"5041",12
"5042",1
"5043",8
"5044",10
"5045",9
"5046",1
"5047",12
"5048",12
"5049",10
"5050",13
"5051",4
"5052",10
"5053",12
"5054",1
"5055",4
"5056",3
"5057",10
"5058",9
"5059",6
"5060",10
"5061",13
"5062",10
"5063",14
"5064",1
"5065",10
"5066",10
"5067",3
"5068",10
"5069",1
"5070",10
"5071",3
"5072",2
"5073",10
"5074",10
"5075",10
"5076",8
"5077",10
"5078",2
"5079",4
"5080",10
"5081",1
"5082",10
"5083",10
"5084",8
"5085",13
"5086",3
"5087",2
"5088",10
"5089",10
"5090",1
"5091",10
"5092",1
"5093",14
"5094",10
"5095",8
"5096",4
"5097",1
"5098",13
"5099",10
"5100",10
"5101",3
"5102",10
"5103",12
"5104",8
"5105",13
"5106",1
"5107",1
"5108",1
"5109",10
"5110",10
"5111",10
"5112",10
"5113",10
"5114",6
"5115",12
"5116",10
"5117",10
"5118",13
"5119",12
"5120",8
"5121",8
"5122",9
"5123",12
"5124",12
"5125",6
"5126",12
"5127",13
"5128",10
"5129",3
"5130",14
"5131",8
"5132",1
"5133",10
"5134",10
"5135",13
"5136",13
"5137",8
"5138",10
"5139",9
"5140",10
"5141",10
"5142",1
"5143",6
"5144",6
"5145",10
"5146",1
"5147",10
"5148",10
"5149",3
"5150",15
"5151",1
"5152",10
"5153",4
"5154",14
"5155",1
"5156",10
"5157",10
"5158",8
"5159",3
"5160",10
"5161",10
"5162",10
"5163",9
"5164",1
"5165",12
"5166",10
"5167",10
"5168",8
"5169",13
"5170",9
"5171",10
"5172",15
"5173",1
"5174",10
"5175",14
"5176",10
"5177",14
"5178",10
"5179",12
"5180",4
"5181",12
"5182",1
"5183",1
"5184",8
"5185",10
"5186",10
"5187",10
"5188",6
"5189",10
"5190",12
"5191",13
"5192",10
"5193",15
"5194",10
"5195",10
"5196",3
"5197",12
"5198",10
"5199",8
"5200",10
"5201",15
"5202",13
"5203",10
"5204",10
"5205",9
"5206",10
"5207",8
"5208",10
"5209",8
"5210",8
"5211",4
"5212",15
"5213",10
"5214",8
"5215",10
"5216",3
"5217",10
"5218",8
"5219",12
"5220",7
"5221",3
"5222",8
"5223",10
"5224",3
"5225",14
"5226",10
"5227",10
"5228",10
"5229",10
"5230",3
"5231",10
"5232",3
"5233",10
"5234",8
"5235",8
"5236",2
"5237",10
"5238",14
"5239",10
"5240",12
"5241",13
"5242",10
"5243",3
"5244",15
"5245",1
"5246",10
"5247",2
"5248",9
"5249",12
"5250",2
"5251",1
"5252",14
"5253",10
"5254",4
"5255",1
"5256",10
"5257",14
"5258",10
"5259",10
"5260",8
"5261",10
"5262",1
"5263",12
"5264",1
"5265",15
"5266",3
"5267",4
"5268",10
"5269",8
"5270",9
"5271",1
"5272",10
"5273",10
"5274",1
"5275",14
"5276",10
"5277",15
"5278",10
"5279",10
"5280",8
"5281",14
"5282",11
"5283",1
"5284",3
"5285",10
"5286",9
"5287",10
"5288",4
"5289",9
"5290",10
"5291",14
"5292",3
"5293",8
"5294",1
"5295",13
"5296",14
"5297",5
"5298",1
"5299",1
"5300",4
"5301",10
"5302",3
"5303",1
"5304",10
"5305",10
"5306",6
"5307",1
"5308",8
"5309",10
"5310",10
"5311",8
"5312",1
"5313",8
"5314",10
"5315",13
"5316",8
"5317",6
"5318",12
"5319",10
"5320",1
"5321",9
"5322",3
"5323",3
"5324",8
"5325",10
"5326",4
"5327",1
"5328",14
"5329",3
"5330",10
"5331",8
"5332",1
"5333",8
"5334",9
"5335",14
"5336",9
"5337",6
"5338",11
"5339",10
"5340",3
"5341",10
"5342",12
"5343",12
"5344",12
"5345",12
"5346",2
"5347",13
"5348",10
"5349",13
"5350",12
"5351",10
"5352",10
"5353",15
"5354",12
"5355",10
"5356",14
"5357",10
"5358",9
"5359",14
"5360",13
"5361",12
"5362",12
"5363",10
"5364",15
"5365",10
"5366",13
"5367",10
"5368",10
"5369",10
"5370",6
"5371",14
"5372",12
"5373",13
"5374",14
"5375",4
"5376",10
"5377",10
"5378",10
"5379",12
"5380",14
"5381",10
"5382",1
"5383",10
"5384",14
"5385",8
"5386",10
"5387",5
"5388",7
"5389",10
"5390",10
"5391",9
"5392",10
"5393",10
"5394",8
"5395",3
"5396",10
"5397",1
"5398",3
"5399",10
"5400",10
"5401",12
"5402",13
"5403",6
"5404",8
"5405",13
"5406",10
"5407",8
"5408",8
"5409",10
"5410",10
"5411",4
"5412",14
"5413",8
"5414",10
"5415",10
"5416",4
"5417",8
"5418",10
"5419",12
"5420",10
"5421",9
"5422",1
"5423",4
"5424",8
"5425",2
"5426",4
"5427",10
"5428",12
"5429",10
"5430",2
"5431",13
"5432",10
"5433",3
"5434",15
"5435",14
"5436",1
"5437",1
"5438",12
"5439",10
"5440",14
"5441",10
"5442",10
"5443",12
"5444",12
"5445",3
"5446",10
"5447",3
"5448",12
"5449",5
"5450",1
"5451",14
"5452",4
"5453",1
"5454",10
"5455",11
"5456",10
"5457",8
"5458",10
"5459",1
"5460",8
"5461",8
"5462",10
"5463",10
"5464",10
"5465",6
"5466",10
"5467",4
"5468",8
"5469",10
"5470",4
"5471",10
"5472",12
"5473",12
"5474",4
"5475",12
"5476",6
"5477",8
"5478",8
"5479",10
"5480",10
"5481",3
"5482",12
"5483",10
"5484",10
"5485",2
"5486",3
"5487",9
"5488",4
"5489",10
"5490",10
"5491",8
"5492",7
"5493",3
"5494",3
"5495",9
"5496",10
"5497",10
"5498",8
"5499",4
"5500",10
"5501",10
"5502",8
"5503",6
"5504",8
"5505",10
"5506",14
"5507",10
"5508",14
"5509",10
"5510",3
"5511",10
"5512",10
"5513",14
"5514",13
"5515",15
"5516",10
"5517",10
"5518",13
"5519",8
"5520",11
"5521",10
"5522",10
"5523",8
"5524",3
"5525",2
"5526",10
"5527",12
"5528",10
"5529",3
"5530",12
"5531",10
"5532",2
"5533",8
"5534",14
"5535",1
"5536",10
"5537",10
"5538",12
"5539",10
"5540",10
"5541",14
"5542",15
"5543",3
"5544",8
"5545",12
"5546",4
"5547",5
"5548",13
"5549",10
"5550",10
"5551",12
"5552",10
"5553",6
"5554",8
"5555",10
"5556",10
"5557",15
"5558",10
"5559",2
"5560",10
"5561",1
"5562",3
"5563",9
"5564",15
"5565",10
"5566",15
"5567",10
"5568",13
"5569",10
"5570",10
"5571",14
"5572",15
"5573",9
"5574",8
"5575",10
"5576",13
"5577",7
"5578",15
"5579",14
"5580",14
"5581",14
"5582",10
"5583",3
"5584",13
"5585",3
"5586",10
"5587",8
"5588",10
"5589",10
"5590",1
"5591",10
"5592",10
"5593",6
"5594",14
"5595",10
"5596",10
"5597",10
"5598",9
"5599",1
"5600",8
"5601",10
"5602",13
"5603",1
"5604",15
"5605",10
"5606",12
"5607",10
"5608",10
"5609",8
"5610",15
"5611",11
"5612",8
"5613",7
"5614",10
"5615",10
"5616",13
"5617",8
"5618",10
"5619",12
"5620",14
"5621",10
"5622",13
"5623",9
"5624",8
"5625",10
"5626",10
"5627",10
"5628",8
"5629",1
"5630",3
"5631",2
"5632",10
"5633",5
"5634",12
"5635",10
"5636",1
"5637",1
"5638",4
"5639",10
"5640",10
"5641",8
"5642",15
"5643",13
"5644",3
"5645",1
"5646",13
"5647",1
"5648",5
"5649",14
"5650",1
"5651",10
"5652",15
"5653",8
"5654",1
"5655",4
"5656",1
"5657",3
"5658",10
"5659",13
"5660",8
"5661",9
"5662",10
"5663",10
"5664",1
"5665",13
"5666",10
"5667",10
"5668",10
"5669",10
"5670",11
"5671",10
"5672",10
"5673",10
"5674",10
"5675",12
"5676",12
"5677",10
"5678",13
"5679",10
"5680",9
"5681",10
"5682",1
"5683",4
"5684",10
"5685",4
"5686",13
"5687",8
"5688",10
"5689",10
"5690",1
"5691",13
"5692",10
"5693",10
"5694",10
"5695",10
"5696",12
"5697",2
"5698",2
"5699",12
"5700",12
"5701",10
"5702",1
"5703",12
"5704",10
"5705",12
"5706",10
"5707",8
"5708",8
"5709",10
"5710",9
"5711",14
"5712",14
"5713",10
"5714",14
"5715",10
"5716",12
"5717",10
"5718",3
"5719",10
"5720",12
"5721",3
"5722",10
"5723",14
"5724",15
"5725",1
"5726",4
"5727",13
"5728",10
"5729",10
"5730",10
"5731",3
"5732",10
"5733",4
"5734",3
"5735",1
"5736",10
"5737",14
"5738",4
"5739",10
"5740",12
"5741",10
"5742",10
"5743",10
"5744",10
"5745",12
"5746",1
"5747",9
"5748",4
"5749",8
"5750",14
"5751",1
"5752",10
"5753",12
"5754",10
"5755",4
"5756",10
"5757",10
"5758",4
"5759",1
"5760",8
"5761",1
"5762",14
"5763",10
"5764",14
"5765",1
"5766",12
"5767",10
"5768",10
"5769",14
"5770",4
"5771",10
"5772",13
"5773",1
"5774",11
"5775",13
"5776",12
"5777",15
"5778",15
"5779",6
"5780",9
"5781",11
"5782",10
"5783",1
"5784",10
"5785",10
"5786",10
"5787",15
"5788",10
"5789",10
"5790",1
"5791",1
"5792",4
"5793",10
"5794",10
"5795",10
"5796",10
"5797",10
"5798",3
"5799",14
"5800",8
"5801",3
"5802",6
"5803",12
"5804",1
"5805",11
"5806",10
"5807",1
"5808",14
"5809",12
"5810",8
"5811",1
"5812",3
"5813",10
"5814",1
"5815",2
"5816",10
"5817",8
"5818",10
"5819",1
"5820",12
"5821",12
"5822",10
"5823",10
"5824",10
"5825",1
"5826",8
"5827",12
"5828",1
"5829",13
"5830",10
"5831",10
"5832",12
"5833",10
"5834",14
"5835",8
"5836",10
"5837",9
"5838",1
"5839",8
"5840",10
"5841",4
"5842",12
"5843",12
"5844",10
"5845",10
"5846",1
"5847",3
"5848",8
"5849",10
"5850",10
"5851",10
"5852",10
"5853",14
"5854",13
"5855",10
"5856",3
"5857",8
"5858",8
"5859",9
"5860",1
"5861",4
"5862",4
"5863",8
"5864",13
"5865",14
"5866",10
"5867",8
"5868",10
"5869",13
"5870",10
"5871",13
"5872",10
"5873",10
"5874",6
"5875",3
"5876",4
"5877",15
"5878",2
"5879",2
"5880",10
"5881",10
"5882",1
"5883",15
"5884",10
"5885",10
"5886",10
"5887",5
"5888",13
"5889",10
"5890",3
"5891",8
"5892",7
"5893",1
"5894",14
"5895",1
"5896",10
"5897",12
"5898",6
"5899",10
"5900",15
"5901",10
"5902",3
"5903",13
"5904",3
"5905",3
"5906",4
"5907",6
"5908",1
"5909",10
"5910",12
"5911",10
"5912",10
"5913",10
"5914",12
"5915",10
"5916",10
"5917",10
"5918",3
"5919",12
"5920",12
"5921",10
"5922",15
"5923",7
"5924",2
"5925",1
"5926",1
"5927",12
"5928",10
"5929",1
"5930",10
"5931",9
"5932",13
"5933",1
"5934",1
"5935",4
"5936",7
"5937",10
"5938",8
"5939",10
"5940",10
"5941",10
"5942",10
"5943",6
"5944",14
"5945",1
"5946",12
"5947",2
"5948",10
"5949",10
"5950",10
"5951",8
"5952",14
"5953",13
"5954",12
"5955",6
"5956",9
"5957",12
"5958",13
"5959",10
"5960",10
"5961",13
"5962",10
"5963",13
"5964",8
"5965",10
"5966",15
"5967",3
"5968",5
"5969",12
"5970",10
"5971",10
"5972",14
"5973",13
"5974",7
"5975",5
"5976",1
"5977",10
"5978",10
"5979",10
"5980",3
"5981",9
"5982",15
"5983",10
"5984",10
"5985",10
"5986",13
"5987",14
"5988",12
"5989",15
"5990",10
"5991",10
"5992",10
"5993",1
"5994",14
"5995",1
"5996",10
"5997",8
"5998",14
"5999",10
"6000",6
"6001",14
"6002",9
"6003",4
"6004",15
"6005",10
"6006",9
"6007",5
"6008",10
"6009",12
"6010",1
"6011",13
"6012",10
"6013",10
"6014",4
"6015",12
"6016",8
"6017",11
"6018",13
"6019",10
"6020",8
"6021",13
"6022",1
"6023",14
"6024",10
"6025",4
"6026",3
"6027",10
"6028",3
"6029",10
"6030",14
"6031",13
"6032",10
"6033",8
"6034",1
"6035",10
"6036",10
"6037",12
"6038",9
"6039",3
"6040",10
"6041",12
"6042",10
"6043",13
"6044",10
"6045",10
"6046",11
"6047",3
"6048",4
"6049",10
"6050",9
"6051",10
"6052",10
"6053",12
"6054",4
"6055",10
"6056",14
"6057",10
"6058",10
"6059",4
"6060",8
"6061",12
"6062",10
"6063",1
"6064",10
"6065",12
"6066",10
"6067",11
"6068",1
"6069",10
"6070",2
"6071",10
"6072",10
"6073",8
"6074",3
"6075",10
"6076",1
"6077",8
"6078",6
"6079",3
"6080",10
"6081",1
"6082",12
"6083",10
"6084",3
"6085",4
"6086",10
"6087",3
"6088",13
"6089",1
"6090",3
"6091",8
"6092",10
"6093",10
"6094",12
"6095",4
"6096",1
"6097",4
"6098",13
"6099",8
"6100",1
"6101",14
"6102",10
"6103",10
"6104",13
"6105",10
"6106",1
"6107",8
"6108",10
"6109",10
"6110",1
"6111",13
"6112",1
"6113",1
"6114",3
"6115",10
"6116",10
"6117",10
"6118",10
"6119",10
"6120",10
"6121",10
"6122",4
"6123",13
"6124",10
"6125",9
"6126",10
"6127",10
"6128",5
"6129",10
"6130",5
"6131",12
"6132",12
"6133",1
"6134",10
"6135",10
"6136",1
"6137",10
"6138",13
"6139",8
"6140",8
"6141",10
"6142",10
"6143",10
"6144",14
"6145",10
"6146",10
"6147",10
"6148",3
"6149",10
"6150",1
"6151",8
"6152",4
"6153",12
"6154",15
"6155",13
"6156",3
"6157",8
"6158",9
"6159",9
"6160",12
"6161",10
"6162",10
"6163",12
"6164",15
"6165",8
"6166",10
"6167",10
"6168",10
"6169",10
"6170",4
"6171",13
"6172",10
"6173",12
"6174",10
"6175",10
"6176",10
"6177",12
"6178",10
"6179",10
"6180",3
"6181",8
"6182",10
"6183",12
"6184",10
"6185",1
"6186",12
"6187",10
"6188",10
"6189",8
"6190",1
"6191",10
"6192",1
"6193",1
"6194",13
"6195",4
"6196",10
"6197",10
"6198",14
"6199",1
"6200",4
"6201",8
"6202",12
"6203",10
"6204",14
"6205",13
"6206",12
"6207",12
"6208",13
"6209",6
"6210",10
"6211",10
"6212",8
"6213",10
"6214",10
"6215",14
"6216",10
"6217",13
"6218",10
"6219",1
"6220",10
"6221",10
"6222",13
"6223",10
"6224",1
"6225",10
"6226",7
"6227",10
"6228",10
"6229",10
"6230",13
"6231",13
"6232",10
"6233",8
"6234",14
"6235",11
"6236",10
"6237",3
"6238",10
"6239",14
"6240",10
"6241",4
"6242",3
"6243",8
"6244",14
"6245",8
"6246",10
"6247",3
"6248",10
"6249",13
"6250",4
"6251",10
"6252",10
"6253",12
"6254",10
"6255",12
"6256",8
"6257",10
"6258",10
"6259",6
"6260",10
"6261",1
"6262",12
"6263",12
"6264",1
"6265",1
"6266",10
"6267",10
"6268",14
"6269",15
"6270",1
"6271",3
"6272",10
"6273",10
"6274",13
"6275",9
"6276",15
"6277",10
"6278",10
"6279",4
"6280",10
"6281",10
"6282",4
"6283",3
"6284",10
"6285",4
"6286",10
"6287",1
"6288",4
"6289",2
"6290",15
"6291",10
"6292",6
"6293",12
"6294",12
"6295",10
"6296",10
"6297",10
"6298",10
"6299",10
"6300",14
"6301",12
"6302",1
"6303",3
"6304",12
"6305",3
"6306",10
"6307",3
"6308",12
"6309",3
"6310",6
"6311",9
"6312",10
"6313",14
"6314",3
"6315",1
"6316",8
"6317",14
"6318",12
"6319",10
"6320",10
"6321",1
"6322",4
"6323",5
"6324",10
"6325",9
"6326",10
"6327",8
"6328",10
"6329",14
"6330",4
"6331",10
"6332",13
"6333",12
"6334",3
"6335",10
"6336",15
"6337",8
"6338",10
"6339",3
"6340",10
"6341",10
"6342",10
"6343",10
"6344",1
"6345",9
"6346",10
"6347",10
"6348",10
"6349",10
"6350",10
"6351",8
"6352",10
"6353",10
"6354",10
"6355",8
"6356",1
"6357",8
"6358",10
"6359",10
"6360",4
"6361",10
"6362",10
"6363",6
"6364",3
"6365",14
"6366",12
"6367",1
"6368",10
"6369",10
"6370",10
"6371",3
"6372",10
"6373",14
"6374",1
"6375",1
"6376",10
"6377",10
"6378",3
"6379",13
"6380",10
"6381",12
"6382",10
"6383",12
"6384",14
"6385",3
"6386",3
"6387",15
"6388",4
"6389",13
"6390",10
"6391",15
"6392",8
"6393",10
"6394",10
"6395",2
"6396",13
"6397",10
"6398",1
"6399",10
"6400",12
"6401",12
"6402",13
"6403",10
"6404",13
"6405",15
"6406",6
"6407",12
"6408",5
"6409",14
"6410",1
"6411",12
"6412",12
"6413",13
"6414",10
"6415",12
"6416",8
"6417",3
"6418",10
"6419",14
"6420",10
"6421",1
"6422",3
"6423",10
"6424",8
"6425",3
"6426",12
"6427",3
"6428",10
"6429",6
"6430",10
"6431",10
"6432",14
"6433",14
"6434",13
"6435",10
"6436",14
"6437",12
"6438",14
"6439",12
"6440",13
"6441",9
"6442",1
"6443",1
"6444",3
"6445",8
"6446",10
"6447",10
"6448",1
"6449",13
"6450",15
"6451",10
"6452",3
"6453",10
"6454",1
"6455",13
"6456",14
"6457",13
"6458",10
"6459",12
"6460",12
"6461",10
"6462",8
"6463",3
"6464",3
"6465",9
"6466",12
"6467",14
"6468",1
"6469",12
"6470",1
"6471",3
"6472",8
"6473",10
"6474",8
"6475",12
"6476",10
"6477",14
"6478",3
"6479",10
"6480",10
"6481",6
"6482",3
"6483",10
"6484",14
"6485",15
"6486",14
"6487",8
"6488",13
"6489",12
"6490",10
"6491",14
"6492",10
"6493",10
"6494",3
"6495",12
"6496",3
"6497",10
"6498",3
"6499",10
"6500",10
"6501",10
"6502",3
"6503",13
"6504",13
"6505",10
"6506",14
"6507",10
"6508",8
"6509",14
"6510",10
"6511",10
"6512",12
"6513",3
"6514",6
"6515",14
"6516",12
"6517",13
"6518",12
"6519",10
"6520",2
"6521",10
"6522",10
"6523",9
"6524",1
"6525",3
"6526",10
"6527",3
"6528",10
"6529",15
"6530",10
"6531",10
"6532",10
"6533",13
"6534",10
"6535",10
"6536",14
"6537",15
"6538",10
"6539",13
"6540",1
"6541",9
"6542",13
"6543",6
"6544",3
"6545",3
"6546",10
"6547",10
"6548",10
"6549",9
"6550",15
"6551",12
"6552",10
"6553",12
"6554",4
"6555",12
"6556",10
"6557",4
"6558",2
"6559",10
"6560",3
"6561",12
"6562",3
"6563",10
"6564",12
"6565",12
"6566",15
"6567",13
"6568",8
"6569",10
"6570",13
"6571",13
"6572",10
"6573",9
"6574",3
"6575",10
"6576",4
"6577",10
"6578",6
"6579",10
"6580",4
"6581",13
"6582",10
"6583",1
"6584",15
"6585",10
"6586",2
"6587",10
"6588",1
"6589",15
"6590",6
"6591",10
"6592",12
"6593",8
"6594",2
"6595",10
"6596",3
"6597",10
"6598",10
"6599",7
"6600",14
"6601",12
"6602",10
"6603",12
"6604",8
"6605",11
"6606",4
"6607",7
"6608",10
"6609",10
"6610",8
"6611",8
"6612",5
"6613",1
"6614",1
"6615",10
"6616",1
"6617",15
"6618",3
"6619",12
"6620",13
"6621",10
"6622",10
"6623",15
"6624",4
"6625",15
"6626",14
"6627",15
"6628",6
"6629",10
"6630",10
"6631",10
"6632",3
"6633",10
"6634",14
"6635",12
"6636",3
"6637",1
"6638",13
"6639",13
"6640",2
"6641",9
"6642",4
"6643",4
"6644",3
"6645",10
"6646",10
"6647",14
"6648",1
"6649",8
"6650",10
"6651",13
"6652",12
"6653",1
"6654",2
"6655",10
"6656",10
"6657",7
"6658",12
"6659",9
"6660",10
"6661",10
"6662",11
"6663",10
"6664",10
"6665",13
"6666",10
"6667",8
"6668",13
"6669",10
"6670",10
"6671",12
"6672",3
"6673",14
"6674",6
"6675",10
"6676",14
"6677",10
"6678",10
"6679",8
"6680",1
"6681",10
"6682",10
"6683",8
"6684",10
"6685",10
"6686",10
"6687",10
"6688",10
"6689",10
"6690",10
"6691",10
"6692",10
"6693",10
"6694",10
"6695",10
"6696",10
"6697",13
"6698",4
"6699",10
"6700",10
"6701",10
"6702",1
"6703",10
"6704",10
"6705",15
"6706",10
"6707",8
"6708",1
"6709",10
"6710",12
"6711",10
"6712",10
"6713",9
"6714",15
"6715",10
"6716",14
"6717",10
"6718",13
"6719",6
"6720",3
"6721",10
"6722",10
"6723",10
"6724",15
"6725",13
"6726",3
"6727",10
"6728",10
"6729",13
"6730",8
"6731",4
"6732",10
"6733",7
"6734",8
"6735",4
"6736",10
"6737",6
"6738",6
"6739",13
"6740",13
"6741",10
"6742",6
"6743",12
"6744",8
"6745",10
"6746",4
"6747",8
"6748",10
"6749",14
"6750",10
"6751",14
"6752",1
"6753",10
"6754",1
"6755",10
"6756",7
"6757",8
"6758",10
"6759",12
"6760",10
"6761",12
"6762",10
"6763",1
"6764",12
"6765",15
"6766",8
"6767",3
"6768",12
"6769",3
"6770",12
"6771",8
"6772",3
"6773",10
"6774",10
"6775",10
"6776",12
"6777",15
"6778",10
"6779",12
"6780",10
"6781",10
"6782",1
"6783",10
"6784",5
"6785",2
"6786",8
"6787",10
"6788",3
"6789",1
"6790",10
"6791",10
"6792",12
"6793",9
"6794",1
"6795",10
"6796",10
"6797",10
"6798",12
"6799",10
"6800",14
"6801",5
"6802",2
"6803",1
"6804",8
"6805",1
"6806",12
"6807",3
"6808",13
"6809",2
"6810",3
"6811",6
"6812",4
"6813",5
"6814",3
"6815",10
"6816",12
"6817",1
"6818",12
"6819",9
"6820",14
"6821",3
"6822",10
"6823",8
"6824",10
"6825",10
"6826",10
"6827",10
"6828",8
"6829",8
"6830",10
"6831",15
"6832",10
"6833",10
"6834",10
"6835",10
"6836",14
"6837",10
"6838",8
"6839",10
"6840",8
"6841",3
"6842",13
"6843",11
"6844",14
"6845",12
"6846",12
"6847",10
"6848",12
"6849",10
"6850",10
"6851",10
"6852",3
"6853",3
"6854",6
"6855",10
"6856",10
"6857",12
"6858",13
"6859",2
"6860",10
"6861",10
"6862",3
"6863",2
"6864",8
"6865",12
"6866",11
"6867",10
"6868",10
"6869",3
"6870",12
"6871",4
"6872",10
"6873",1
"6874",10
"6875",15
"6876",1
"6877",12
"6878",2
"6879",10
"6880",1
"6881",10
"6882",3
"6883",14
"6884",8
"6885",12
"6886",7
"6887",1
"6888",13
"6889",12
"6890",12
"6891",12
"6892",12
"6893",3
"6894",14
"6895",13
"6896",12
"6897",3
"6898",12
"6899",14
"6900",3
"6901",6
"6902",10
"6903",12
"6904",1
"6905",10
"6906",2
"6907",13
"6908",8
"6909",1
"6910",8
"6911",10
"6912",10
"6913",10
"6914",12
"6915",10
"6916",11
"6917",3
"6918",15
"6919",1
"6920",12
"6921",13
"6922",1
"6923",10
"6924",1
"6925",15
"6926",9
"6927",13
"6928",10
"6929",3
"6930",8
"6931",1
"6932",15
